"chr" "start" "end" "sample" "super_pop" "width" "index"
"HG03925" "1" 12345135.9 14444408.1 "HG03925" "SAS_" "0.109999999403954" 243
"HG03920" "1" 12345135.9 14444408.1 "HG03920" "SAS_" "0.109999999403954" 244
"HG03919" "1" 12345135.9 14444408.1 "HG03919" "SAS_" "0.109999999403954" 245
"HG03917" "1" 12345135.9 14444408.1 "HG03917" "SAS_" "0.109999999403954" 246
"HG03916" "1" 12345135.9 14444408.1 "HG03916" "SAS_" "0.109999999403954" 247
"HG03914" "1" 12345135.9 14444408.1 "HG03914" "SAS_" "0.109999999403954" 248
"HG03913" "1" 12345135.9 14444408.1 "HG03913" "SAS_" "0.109999999403954" 249
"HG03910" "1" 12345135.9 14444408.1 "HG03910" "SAS_" "0.109999999403954" 250
"HG03908" "1" 12345135.9 14444408.1 "HG03908" "SAS_" "0.109999999403954" 251
"HG03907" "1" 12345135.9 14444408.1 "HG03907" "SAS_" "0.109999999403954" 252
"HG03905" "1" 12345135.9 14444408.1 "HG03905" "SAS_" "0.109999999403954" 253
"HG03900" "1" 12345135.9 14444408.1 "HG03900" "SAS_" "0.109999999403954" 254
"HG03899" "1" 12345135.9 14444408.1 "HG03899" "SAS_" "0.109999999403954" 255
"HG03898" "1" 12345135.9 14444408.1 "HG03898" "SAS_" "0.109999999403954" 256
"HG03897" "1" 12345135.9 14444408.1 "HG03897" "SAS_" "0.109999999403954" 257
"HG03896" "1" 12345135.9 14444408.1 "HG03896" "SAS_" "0.109999999403954" 258
"HG03895" "1" 12345135.9 14444408.1 "HG03895" "SAS_" "0.109999999403954" 259
"HG03894" "1" 12345135.9 14444408.1 "HG03894" "SAS_" "0.109999999403954" 260
"HG03890" "1" 12345135.9 14444408.1 "HG03890" "SAS_" "0.109999999403954" 261
"HG03888" "1" 12345135.9 14444408.1 "HG03888" "SAS_" "0.109999999403954" 262
"HG03887" "1" 12345135.9 14444408.1 "HG03887" "SAS_" "0.109999999403954" 263
"HG03886" "1" 12345135.9 14444408.1 "HG03886" "SAS_" "0.109999999403954" 264
"HG03885" "1" 12345135.9 14444408.1 "HG03885" "SAS_" "0.109999999403954" 265
"HG03884" "1" 12345135.9 14444408.1 "HG03884" "SAS_" "0.109999999403954" 266
"HG03882" "1" 12345135.9 14444408.1 "HG03882" "SAS_" "0.109999999403954" 267
"HG03874" "1" 12345135.9 14444408.1 "HG03874" "SAS_" "0.109999999403954" 268
"HG03873" "1" 12345135.9 14444408.1 "HG03873" "SAS_" "0.109999999403954" 269
"HG03872" "1" 12345135.9 14444408.1 "HG03872" "SAS_" "0.109999999403954" 270
"HG03871" "1" 12345135.9 14444408.1 "HG03871" "SAS_" "0.109999999403954" 271
"HG03870" "1" 12345135.9 14444408.1 "HG03870" "SAS_" "0.109999999403954" 272
"HG03868" "1" 12345135.9 14444408.1 "HG03868" "SAS_" "0.109999999403954" 273
"HG03867" "1" 12345135.9 14444408.1 "HG03867" "SAS_" "0.109999999403954" 274
"HG03866" "1" 12345135.9 14444408.1 "HG03866" "SAS_" "0.109999999403954" 275
"HG03864" "1" 12345135.9 14444408.1 "HG03864" "SAS_" "0.109999999403954" 276
"HG03863" "1" 12345135.9 14444408.1 "HG03863" "SAS_" "0.109999999403954" 277
"HG03862" "1" 12345135.9 14444408.1 "HG03862" "SAS_" "0.109999999403954" 278
"HG03861" "1" 12345135.9 14444408.1 "HG03861" "SAS_" "0.109999999403954" 279
"HG03858" "1" 12345135.9 14444408.1 "HG03858" "SAS_" "0.109999999403954" 280
"HG03857" "1" 12345135.9 14444408.1 "HG03857" "SAS_" "0.109999999403954" 281
"HG03856" "1" 12345135.9 14444408.1 "HG03856" "SAS_" "0.109999999403954" 282
"HG03854" "1" 12345135.9 14444408.1 "HG03854" "SAS_" "0.109999999403954" 283
"HG03851" "1" 12345135.9 14444408.1 "HG03851" "SAS_" "0.109999999403954" 284
"HG03850" "1" 12345135.9 14444408.1 "HG03850" "SAS_" "0.109999999403954" 285
"HG03849" "1" 12345135.9 14444408.1 "HG03849" "SAS_" "0.109999999403954" 286
"HG03848" "1" 12345135.9 14444408.1 "HG03848" "SAS_" "0.109999999403954" 287
"HG03846" "1" 12345135.9 14444408.1 "HG03846" "SAS_" "0.109999999403954" 288
"HG03844" "1" 12345135.9 14444408.1 "HG03844" "SAS_" "0.109999999403954" 289
"HG03838" "1" 12345135.9 14444408.1 "HG03838" "SAS_" "0.109999999403954" 290
"HG03837" "1" 12345135.9 14444408.1 "HG03837" "SAS_" "0.109999999403954" 291
"HG03836" "1" 12345135.9 14444408.1 "HG03836" "SAS_" "0.109999999403954" 292
"HG03833" "1" 12345135.9 14444408.1 "HG03833" "SAS_" "0.109999999403954" 293
"HG03832" "1" 12345135.9 14444408.1 "HG03832" "SAS_" "0.109999999403954" 294
"HG03830" "1" 12345135.9 14444408.1 "HG03830" "SAS_" "0.109999999403954" 295
"HG03829" "1" 12345135.9 14444408.1 "HG03829" "SAS_" "0.109999999403954" 296
"HG03826" "1" 12345135.9 14444408.1 "HG03826" "SAS_" "0.109999999403954" 297
"HG03824" "1" 12345135.9 14444408.1 "HG03824" "SAS_" "0.109999999403954" 298
"HG03823" "1" 12345135.9 14444408.1 "HG03823" "SAS_" "0.109999999403954" 299
"HG03821" "1" 12345135.9 14444408.1 "HG03821" "SAS_" "0.109999999403954" 300
"HG03817" "1" 12345135.9 14444408.1 "HG03817" "SAS_" "0.109999999403954" 301
"HG03815" "1" 12345135.9 14444408.1 "HG03815" "SAS_" "0.109999999403954" 302
"HG03814" "1" 12345135.9 14444408.1 "HG03814" "SAS_" "0.109999999403954" 303
"HG03812" "1" 12345135.9 14444408.1 "HG03812" "SAS_" "0.109999999403954" 304
"HG03808" "1" 12345135.9 14444408.1 "HG03808" "SAS_" "0.109999999403954" 305
"HG03805" "1" 12345135.9 14444408.1 "HG03805" "SAS_" "0.109999999403954" 306
"HG03803" "1" 12345135.9 14444408.1 "HG03803" "SAS_" "0.109999999403954" 307
"HG03802" "1" 12345135.9 14444408.1 "HG03802" "SAS_" "0.109999999403954" 308
"HG03800" "1" 12345135.9 14444408.1 "HG03800" "SAS_" "0.109999999403954" 309
"HG03796" "1" 12345135.9 14444408.1 "HG03796" "SAS_" "0.109999999403954" 310
"HG03793" "1" 12345135.9 14444408.1 "HG03793" "SAS_" "0.109999999403954" 311
"HG03792" "1" 12345135.9 14444408.1 "HG03792" "SAS_" "0.109999999403954" 312
"HG03790" "1" 12345135.9 14444408.1 "HG03790" "SAS_" "0.109999999403954" 313
"HG03789" "1" 12345135.9 14444408.1 "HG03789" "SAS_" "0.109999999403954" 314
"HG03788" "1" 12345135.9 14444408.1 "HG03788" "SAS_" "0.109999999403954" 315
"HG03787" "1" 12345135.9 14444408.1 "HG03787" "SAS_" "0.109999999403954" 316
"HG03786" "1" 12345135.9 14444408.1 "HG03786" "SAS_" "0.109999999403954" 317
"HG03785" "1" 12345135.9 14444408.1 "HG03785" "SAS_" "0.109999999403954" 318
"HG03784" "1" 12345135.9 14444408.1 "HG03784" "SAS_" "0.109999999403954" 319
"HG03782" "1" 12345135.9 14444408.1 "HG03782" "SAS_" "0.109999999403954" 320
"HG03781" "1" 12345135.9 14444408.1 "HG03781" "SAS_" "0.109999999403954" 321
"HG03780" "1" 12345135.9 14444408.1 "HG03780" "SAS_" "0.109999999403954" 322
"HG03779" "1" 12345135.9 14444408.1 "HG03779" "SAS_" "0.109999999403954" 323
"HG03778" "1" 12345135.9 14444408.1 "HG03778" "SAS_" "0.109999999403954" 324
"HG03777" "1" 12345135.9 14444408.1 "HG03777" "SAS_" "0.109999999403954" 325
"HG03775" "1" 12345135.9 14444408.1 "HG03775" "SAS_" "0.109999999403954" 326
"HG03774" "1" 12345135.9 14444408.1 "HG03774" "SAS_" "0.109999999403954" 327
"HG03773" "1" 12345135.9 14444408.1 "HG03773" "SAS_" "0.109999999403954" 328
"HG03772" "1" 12345135.9 14444408.1 "HG03772" "SAS_" "0.109999999403954" 329
"HG03771" "1" 12345135.9 14444408.1 "HG03771" "SAS_" "0.109999999403954" 330
"HG03770" "1" 12345135.9 14444408.1 "HG03770" "SAS_" "0.109999999403954" 331
"HG03767" "1" 12345135.9 14444408.1 "HG03767" "SAS_" "0.109999999403954" 332
"HG03765" "1" 12345135.9 14444408.1 "HG03765" "SAS_" "0.109999999403954" 333
"HG03762" "1" 12345135.9 14444408.1 "HG03762" "SAS_" "0.109999999403954" 334
"HG03757" "1" 12345135.9 14444408.1 "HG03757" "SAS_" "0.109999999403954" 335
"HG03756" "1" 12345135.9 14444408.1 "HG03756" "SAS_" "0.109999999403954" 336
"HG03755" "1" 12345135.9 14444408.1 "HG03755" "SAS_" "0.109999999403954" 337
"HG03753" "1" 12345135.9 14444408.1 "HG03753" "SAS_" "0.109999999403954" 338
"HG03752" "1" 12345135.9 14444408.1 "HG03752" "SAS_" "0.109999999403954" 339
"HG03746" "1" 12345135.9 14444408.1 "HG03746" "SAS_" "0.109999999403954" 340
"HG03745" "1" 12345135.9 14444408.1 "HG03745" "SAS_" "0.109999999403954" 341
"HG03744" "1" 12345135.9 14444408.1 "HG03744" "SAS_" "0.109999999403954" 342
"HG03743" "1" 12345135.9 14444408.1 "HG03743" "SAS_" "0.109999999403954" 343
"HG03742" "1" 12345135.9 14444408.1 "HG03742" "SAS_" "0.109999999403954" 344
"HG03741" "1" 12345135.9 14444408.1 "HG03741" "SAS_" "0.109999999403954" 345
"HG03740" "1" 12345135.9 14444408.1 "HG03740" "SAS_" "0.109999999403954" 346
"HG03738" "1" 12345135.9 14444408.1 "HG03738" "SAS_" "0.109999999403954" 347
"HG03736" "1" 12345135.9 14444408.1 "HG03736" "SAS_" "0.109999999403954" 348
"HG03733" "1" 12345135.9 14444408.1 "HG03733" "SAS_" "0.109999999403954" 349
"HG03731" "1" 12345135.9 14444408.1 "HG03731" "SAS_" "0.109999999403954" 350
"HG03730" "1" 12345135.9 14444408.1 "HG03730" "SAS_" "0.109999999403954" 351
"HG03729" "1" 12345135.9 14444408.1 "HG03729" "SAS_" "0.109999999403954" 352
"HG03727" "1" 12345135.9 14444408.1 "HG03727" "SAS_" "0.109999999403954" 353
"HG03722" "1" 12345135.9 14444408.1 "HG03722" "SAS_" "0.109999999403954" 354
"HG03720" "1" 12345135.9 14444408.1 "HG03720" "SAS_" "0.109999999403954" 355
"HG03718" "1" 12345135.9 14444408.1 "HG03718" "SAS_" "0.109999999403954" 356
"HG03717" "1" 12345135.9 14444408.1 "HG03717" "SAS_" "0.109999999403954" 357
"HG03716" "1" 12345135.9 14444408.1 "HG03716" "SAS_" "0.109999999403954" 358
"HG03714" "1" 12345135.9 14444408.1 "HG03714" "SAS_" "0.109999999403954" 359
"HG03713" "1" 12345135.9 14444408.1 "HG03713" "SAS_" "0.109999999403954" 360
"HG03711" "1" 12345135.9 14444408.1 "HG03711" "SAS_" "0.109999999403954" 361
"HG03709" "1" 12345135.9 14444408.1 "HG03709" "SAS_" "0.109999999403954" 362
"HG03708" "1" 12345135.9 14444408.1 "HG03708" "SAS_" "0.109999999403954" 363
"HG03706" "1" 12345135.9 14444408.1 "HG03706" "SAS_" "0.109999999403954" 364
"HG03705" "1" 12345135.9 14444408.1 "HG03705" "SAS_" "0.109999999403954" 365
"HG03702" "1" 12345135.9 14444408.1 "HG03702" "SAS_" "0.109999999403954" 366
"HG03698" "1" 12345135.9 14444408.1 "HG03698" "SAS_" "0.109999999403954" 367
"HG03697" "1" 12345135.9 14444408.1 "HG03697" "SAS_" "0.109999999403954" 368
"HG03696" "1" 12345135.9 14444408.1 "HG03696" "SAS_" "0.109999999403954" 369
"HG03695" "1" 12345135.9 14444408.1 "HG03695" "SAS_" "0.109999999403954" 370
"HG03694" "1" 12345135.9 14444408.1 "HG03694" "SAS_" "0.109999999403954" 371
"HG03693" "1" 12345135.9 14444408.1 "HG03693" "SAS_" "0.109999999403954" 372
"HG03692" "1" 12345135.9 14444408.1 "HG03692" "SAS_" "0.109999999403954" 373
"HG03691" "1" 12345135.9 14444408.1 "HG03691" "SAS_" "0.109999999403954" 374
"HG03690" "1" 12345135.9 14444408.1 "HG03690" "SAS_" "0.109999999403954" 375
"HG03689" "1" 12345135.9 14444408.1 "HG03689" "SAS_" "0.109999999403954" 376
"HG03687" "1" 12345135.9 14444408.1 "HG03687" "SAS_" "0.109999999403954" 377
"HG03686" "1" 12345135.9 14444408.1 "HG03686" "SAS_" "0.109999999403954" 378
"HG03685" "1" 12345135.9 14444408.1 "HG03685" "SAS_" "0.109999999403954" 379
"HG03684" "1" 12345135.9 14444408.1 "HG03684" "SAS_" "0.109999999403954" 380
"HG03681" "1" 12345135.9 14444408.1 "HG03681" "SAS_" "0.109999999403954" 381
"HG03680" "1" 12345135.9 14444408.1 "HG03680" "SAS_" "0.109999999403954" 382
"HG03679" "1" 12345135.9 14444408.1 "HG03679" "SAS_" "0.109999999403954" 383
"HG03673" "1" 12345135.9 14444408.1 "HG03673" "SAS_" "0.109999999403954" 384
"HG03668" "1" 12345135.9 14444408.1 "HG03668" "SAS_" "0.109999999403954" 385
"HG03663" "1" 12345135.9 14444408.1 "HG03663" "SAS_" "0.109999999403954" 386
"HG03660" "1" 12345135.9 14444408.1 "HG03660" "SAS_" "0.109999999403954" 387
"HG03653" "1" 12345135.9 14444408.1 "HG03653" "SAS_" "0.109999999403954" 388
"HG03652" "1" 12345135.9 14444408.1 "HG03652" "SAS_" "0.109999999403954" 389
"HG03649" "1" 12345135.9 14444408.1 "HG03649" "SAS_" "0.109999999403954" 390
"HG03646" "1" 12345135.9 14444408.1 "HG03646" "SAS_" "0.109999999403954" 391
"HG03645" "1" 12345135.9 14444408.1 "HG03645" "SAS_" "0.109999999403954" 392
"HG03644" "1" 12345135.9 14444408.1 "HG03644" "SAS_" "0.109999999403954" 393
"HG03643" "1" 12345135.9 14444408.1 "HG03643" "SAS_" "0.109999999403954" 394
"HG03642" "1" 12345135.9 14444408.1 "HG03642" "SAS_" "0.109999999403954" 395
"HG03640" "1" 12345135.9 14444408.1 "HG03640" "SAS_" "0.109999999403954" 396
"HG03636" "1" 12345135.9 14444408.1 "HG03636" "SAS_" "0.109999999403954" 397
"HG03634" "1" 12345135.9 14444408.1 "HG03634" "SAS_" "0.109999999403954" 398
"HG03631" "1" 12345135.9 14444408.1 "HG03631" "SAS_" "0.109999999403954" 399
"HG03629" "1" 12345135.9 14444408.1 "HG03629" "SAS_" "0.109999999403954" 400
"HG03625" "1" 12345135.9 14444408.1 "HG03625" "SAS_" "0.109999999403954" 401
"HG03624" "1" 12345135.9 14444408.1 "HG03624" "SAS_" "0.109999999403954" 402
"HG03619" "1" 12345135.9 14444408.1 "HG03619" "SAS_" "0.109999999403954" 403
"HG03616" "1" 12345135.9 14444408.1 "HG03616" "SAS_" "0.109999999403954" 404
"HG03615" "1" 12345135.9 14444408.1 "HG03615" "SAS_" "0.109999999403954" 405
"HG03611" "1" 12345135.9 14444408.1 "HG03611" "SAS_" "0.109999999403954" 406
"HG03607" "1" 12345135.9 14444408.1 "HG03607" "SAS_" "0.109999999403954" 407
"HG03604" "1" 12345135.9 14444408.1 "HG03604" "SAS_" "0.109999999403954" 408
"HG03603" "1" 12345135.9 14444408.1 "HG03603" "SAS_" "0.109999999403954" 409
"HG03600" "1" 12345135.9 14444408.1 "HG03600" "SAS_" "0.109999999403954" 410
"HG03598" "1" 12345135.9 14444408.1 "HG03598" "SAS_" "0.109999999403954" 411
"HG03595" "1" 12345135.9 14444408.1 "HG03595" "SAS_" "0.109999999403954" 412
"HG03594" "1" 12345135.9 14444408.1 "HG03594" "SAS_" "0.109999999403954" 413
"HG03593" "1" 12345135.9 14444408.1 "HG03593" "SAS_" "0.109999999403954" 414
"HG03589" "1" 12345135.9 14444408.1 "HG03589" "SAS_" "0.109999999403954" 415
"HG03585" "1" 12345135.9 14444408.1 "HG03585" "SAS_" "0.109999999403954" 416
"HG03491" "1" 12345135.9 14444408.1 "HG03491" "SAS_" "0.109999999403954" 417
"HG03490" "1" 12345135.9 14444408.1 "HG03490" "SAS_" "0.109999999403954" 418
"HG03488" "1" 12345135.9 14444408.1 "HG03488" "SAS_" "0.109999999403954" 419
"HG03238" "1" 12345135.9 14444408.1 "HG03238" "SAS_" "0.109999999403954" 420
"HG03237" "1" 12345135.9 14444408.1 "HG03237" "SAS_" "0.109999999403954" 421
"HG03235" "1" 12345135.9 14444408.1 "HG03235" "SAS_" "0.109999999403954" 422
"HG03234" "1" 12345135.9 14444408.1 "HG03234" "SAS_" "0.109999999403954" 423
"HG03229" "1" 12345135.9 14444408.1 "HG03229" "SAS_" "0.109999999403954" 424
"HG03228" "1" 12345135.9 14444408.1 "HG03228" "SAS_" "0.109999999403954" 425
"HG03022" "1" 12345135.9 14444408.1 "HG03022" "SAS_" "0.109999999403954" 426
"HG03021" "1" 12345135.9 14444408.1 "HG03021" "SAS_" "0.109999999403954" 427
"HG03019" "1" 12345135.9 14444408.1 "HG03019" "SAS_" "0.109999999403954" 428
"HG03018" "1" 12345135.9 14444408.1 "HG03018" "SAS_" "0.109999999403954" 429
"HG03016" "1" 12345135.9 14444408.1 "HG03016" "SAS_" "0.109999999403954" 430
"HG03015" "1" 12345135.9 14444408.1 "HG03015" "SAS_" "0.109999999403954" 431
"HG03012" "1" 12345135.9 14444408.1 "HG03012" "SAS_" "0.109999999403954" 432
"HG03009" "1" 12345135.9 14444408.1 "HG03009" "SAS_" "0.109999999403954" 433
"HG03007" "1" 12345135.9 14444408.1 "HG03007" "SAS_" "0.109999999403954" 434
"HG03006" "1" 12345135.9 14444408.1 "HG03006" "SAS_" "0.109999999403954" 435
"HG02793" "1" 12345135.9 14444408.1 "HG02793" "SAS_" "0.109999999403954" 436
"HG02792" "1" 12345135.9 14444408.1 "HG02792" "SAS_" "0.109999999403954" 437
"HG02790" "1" 12345135.9 14444408.1 "HG02790" "SAS_" "0.109999999403954" 438
"HG02789" "1" 12345135.9 14444408.1 "HG02789" "SAS_" "0.109999999403954" 439
"HG02787" "1" 12345135.9 14444408.1 "HG02787" "SAS_" "0.109999999403954" 440
"HG02786" "1" 12345135.9 14444408.1 "HG02786" "SAS_" "0.109999999403954" 441
"HG02783" "1" 12345135.9 14444408.1 "HG02783" "SAS_" "0.109999999403954" 442
"HG02780" "1" 12345135.9 14444408.1 "HG02780" "SAS_" "0.109999999403954" 443
"HG02778" "1" 12345135.9 14444408.1 "HG02778" "SAS_" "0.109999999403954" 444
"HG02775" "1" 12345135.9 14444408.1 "HG02775" "SAS_" "0.109999999403954" 445
"HG02774" "1" 12345135.9 14444408.1 "HG02774" "SAS_" "0.109999999403954" 446
"HG02737" "1" 12345135.9 14444408.1 "HG02737" "SAS_" "0.109999999403954" 447
"HG02736" "1" 12345135.9 14444408.1 "HG02736" "SAS_" "0.109999999403954" 448
"HG02734" "1" 12345135.9 14444408.1 "HG02734" "SAS_" "0.109999999403954" 449
"HG02733" "1" 12345135.9 14444408.1 "HG02733" "SAS_" "0.109999999403954" 450
"HG02731" "1" 12345135.9 14444408.1 "HG02731" "SAS_" "0.109999999403954" 451
"HG02727" "1" 12345135.9 14444408.1 "HG02727" "SAS_" "0.109999999403954" 452
"HG02725" "1" 12345135.9 14444408.1 "HG02725" "SAS_" "0.109999999403954" 453
"HG02724" "1" 12345135.9 14444408.1 "HG02724" "SAS_" "0.109999999403954" 454
"HG02700" "1" 12345135.9 14444408.1 "HG02700" "SAS_" "0.109999999403954" 455
"HG02699" "1" 12345135.9 14444408.1 "HG02699" "SAS_" "0.109999999403954" 456
"HG02697" "1" 12345135.9 14444408.1 "HG02697" "SAS_" "0.109999999403954" 457
"HG02696" "1" 12345135.9 14444408.1 "HG02696" "SAS_" "0.109999999403954" 458
"HG02694" "1" 12345135.9 14444408.1 "HG02694" "SAS_" "0.109999999403954" 459
"HG02691" "1" 12345135.9 14444408.1 "HG02691" "SAS_" "0.109999999403954" 460
"HG02690" "1" 12345135.9 14444408.1 "HG02690" "SAS_" "0.109999999403954" 461
"HG02688" "1" 12345135.9 14444408.1 "HG02688" "SAS_" "0.109999999403954" 462
"HG02687" "1" 12345135.9 14444408.1 "HG02687" "SAS_" "0.109999999403954" 463
"HG02685" "1" 12345135.9 14444408.1 "HG02685" "SAS_" "0.109999999403954" 464
"HG02684" "1" 12345135.9 14444408.1 "HG02684" "SAS_" "0.109999999403954" 465
"HG02682" "1" 12345135.9 14444408.1 "HG02682" "SAS_" "0.109999999403954" 466
"HG02681" "1" 12345135.9 14444408.1 "HG02681" "SAS_" "0.109999999403954" 467
"HG02661" "1" 12345135.9 14444408.1 "HG02661" "SAS_" "0.109999999403954" 468
"HG02658" "1" 12345135.9 14444408.1 "HG02658" "SAS_" "0.109999999403954" 469
"HG02657" "1" 12345135.9 14444408.1 "HG02657" "SAS_" "0.109999999403954" 470
"HG02655" "1" 12345135.9 14444408.1 "HG02655" "SAS_" "0.109999999403954" 471
"HG02654" "1" 12345135.9 14444408.1 "HG02654" "SAS_" "0.109999999403954" 472
"HG02652" "1" 12345135.9 14444408.1 "HG02652" "SAS_" "0.109999999403954" 473
"HG02651" "1" 12345135.9 14444408.1 "HG02651" "SAS_" "0.109999999403954" 474
"HG02649" "1" 12345135.9 14444408.1 "HG02649" "SAS_" "0.109999999403954" 475
"HG02648" "1" 12345135.9 14444408.1 "HG02648" "SAS_" "0.109999999403954" 476
"HG02604" "1" 12345135.9 14444408.1 "HG02604" "SAS_" "0.109999999403954" 477
"HG02603" "1" 12345135.9 14444408.1 "HG02603" "SAS_" "0.109999999403954" 478
"HG02601" "1" 12345135.9 14444408.1 "HG02601" "SAS_" "0.109999999403954" 479
"HG02600" "1" 12345135.9 14444408.1 "HG02600" "SAS_" "0.109999999403954" 480
"HG02597" "1" 12345135.9 14444408.1 "HG02597" "SAS_" "0.109999999403954" 481
"HG02494" "1" 12345135.9 14444408.1 "HG02494" "SAS_" "0.109999999403954" 482
"HG02493" "1" 12345135.9 14444408.1 "HG02493" "SAS_" "0.109999999403954" 483
"HG02491" "1" 12345135.9 14444408.1 "HG02491" "SAS_" "0.109999999403954" 484
"HG02490" "1" 12345135.9 14444408.1 "HG02490" "SAS_" "0.109999999403954" 485
"HG01589" "1" 12345135.9 14444408.1 "HG01589" "SAS_" "0.109999999403954" 486
"HG01586" "1" 12345135.9 14444408.1 "HG01586" "SAS_" "0.109999999403954" 487
"HG01583" "1" 12345135.9 14444408.1 "HG01583" "SAS_" "0.109999999403954" 488
"66" "1" 14026993 14077343 "NA20787" "EUR" "50350" 489
"55" "1" 14026993 14077343 "NA12830" "EUR" "50350" 490
"54" "1" 14026993 14077343 "NA12760" "EUR" "50350" 491
"53" "1" 14026993 14077343 "NA12413" "EUR" "50350" 492
"52" "1" 14026993 14077343 "NA10851" "EUR" "50350" 493
"19" "1" 14026993 14077343 "HG02223" "EUR" "50350" 494
"18" "1" 14026993 14077343 "HG01783" "EUR" "50350" 495
"17" "1" 14026993 14077343 "HG01628" "EUR" "50350" 496
"16" "1" 14026993 14077343 "HG01537" "EUR" "50350" 497
"15" "1" 14026993 14077343 "HG01509" "EUR" "50350" 498
"8" "1" 14026993 14077343 "HG00373" "EUR" "50350" 499
"7" "1" 14026993 14077343 "HG00360" "EUR" "50350" 500
"6" "1" 14026993 14077343 "HG00282" "EUR" "50350" 501
"67" "1" 14026993 14075112 "NA20803" "EUR" "48119" 502
"65" "1" 14026993 14075112 "NA20533" "EUR" "48119" 503
"1" "1" 14026993 14075112 "HG00112" "EUR" "48119" 504
"5" "1" 14026993 14065733 "HG02215" "EUR" "38740" 505
"4" "1" 14026993 14065733 "HG00142" "EUR" "38740" 506
"3" "1" 14026993 14065733 "HG00128" "EUR" "38740" 507
"2" "1" 14026993 14064921 "HG00120" "EUR" "37928" 508
"NA20832" "1" 12345135.9 14444408.1 "NA20832" "EUR_" "0.109999999403954" 509
"NA20828" "1" 12345135.9 14444408.1 "NA20828" "EUR_" "0.109999999403954" 510
"NA20827" "1" 12345135.9 14444408.1 "NA20827" "EUR_" "0.109999999403954" 511
"NA20826" "1" 12345135.9 14444408.1 "NA20826" "EUR_" "0.109999999403954" 512
"NA20822" "1" 12345135.9 14444408.1 "NA20822" "EUR_" "0.109999999403954" 513
"NA20821" "1" 12345135.9 14444408.1 "NA20821" "EUR_" "0.109999999403954" 514
"NA20819" "1" 12345135.9 14444408.1 "NA20819" "EUR_" "0.109999999403954" 515
"NA20818" "1" 12345135.9 14444408.1 "NA20818" "EUR_" "0.109999999403954" 516
"NA20815" "1" 12345135.9 14444408.1 "NA20815" "EUR_" "0.109999999403954" 517
"NA20814" "1" 12345135.9 14444408.1 "NA20814" "EUR_" "0.109999999403954" 518
"NA20813" "1" 12345135.9 14444408.1 "NA20813" "EUR_" "0.109999999403954" 519
"NA20812" "1" 12345135.9 14444408.1 "NA20812" "EUR_" "0.109999999403954" 520
"NA20811" "1" 12345135.9 14444408.1 "NA20811" "EUR_" "0.109999999403954" 521
"NA20810" "1" 12345135.9 14444408.1 "NA20810" "EUR_" "0.109999999403954" 522
"NA20809" "1" 12345135.9 14444408.1 "NA20809" "EUR_" "0.109999999403954" 523
"NA20808" "1" 12345135.9 14444408.1 "NA20808" "EUR_" "0.109999999403954" 524
"NA20807" "1" 12345135.9 14444408.1 "NA20807" "EUR_" "0.109999999403954" 525
"NA20806" "1" 12345135.9 14444408.1 "NA20806" "EUR_" "0.109999999403954" 526
"NA20805" "1" 12345135.9 14444408.1 "NA20805" "EUR_" "0.109999999403954" 527
"NA20804" "1" 12345135.9 14444408.1 "NA20804" "EUR_" "0.109999999403954" 528
"NA20802" "1" 12345135.9 14444408.1 "NA20802" "EUR_" "0.109999999403954" 529
"NA20801" "1" 12345135.9 14444408.1 "NA20801" "EUR_" "0.109999999403954" 530
"NA20800" "1" 12345135.9 14444408.1 "NA20800" "EUR_" "0.109999999403954" 531
"NA20799" "1" 12345135.9 14444408.1 "NA20799" "EUR_" "0.109999999403954" 532
"NA20798" "1" 12345135.9 14444408.1 "NA20798" "EUR_" "0.109999999403954" 533
"NA20797" "1" 12345135.9 14444408.1 "NA20797" "EUR_" "0.109999999403954" 534
"NA20796" "1" 12345135.9 14444408.1 "NA20796" "EUR_" "0.109999999403954" 535
"NA20795" "1" 12345135.9 14444408.1 "NA20795" "EUR_" "0.109999999403954" 536
"NA20792" "1" 12345135.9 14444408.1 "NA20792" "EUR_" "0.109999999403954" 537
"NA20790" "1" 12345135.9 14444408.1 "NA20790" "EUR_" "0.109999999403954" 538
